1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
160277360,161356281,155880775,160518630,158876281,158643498,155012705,161157696,162865879,154133128,157603604,152403782,158518068,162399903,156487298,156189036,158937207,160494706,157370754,156974456,154132332,159357282,153738987,161753237,157926433,152329221,159829394,158420348,158687376,159039928,156567442,164725922,156298564,157225432,159365282,156299713,158223032,156751969,158825971,156322596,158214737,158833156,158899544,162117202,159175179,162405273,156478394,156261140,157402135,160424981,155071086,156751850,158792969,159076385,158516071,158972756,152889810,162737290,159066042,154819891,163478279,155256918,154357463,156695226,155959312,156011975,163484405,157060457,159390985,156425970,158981274,159499552,163428670,156951660,152684526,154230931,158253400,161208715,160882733,160662525,157419834,154551406,157778051,157782083,158893263,157963889,160158601,158508206,157166477,156133130,158747314,155287562,155384090,161417771,154907276,163086641,157489379,154492541,160383650,159979369
7,93,8,40,27,5,2,20,5,25,8,21,76,4,21,25,17,8,15,79,11,10,31,8,33,16,10,4,10,10,37,15,3,4,9,5,1,8,8,10,11,19,21,8,32,3,12,26,19,15,0,9,15,11,2,7,8,9,9,82,20,4,9,7,28,12,29,8,18,3,52,12,1714,13,9,2,12,7,144,13,5,11,17,14,32,37,5,0,32,20,14,7,39,40,5,5,10,8,8,15
15,2,3,13,18,28,5,10,19,26,19,6,1,6,14,9,6,6,4,10,9,16,8,43,3,32,4,4,67,22,22,4,7,11,11,5,52,7,28,41,12,16,4,8,12,9,22,22,22,40,15,2,8,45,24,10,9,11,11,12,7,14,11,18,10,10,1360,16,4,13,95,8,9,19,23,1,21,11,8,90,10,13,19,21,2,260,10,43,62,65,4,19,72,7,6,20,5,5,8,4
2,1,9,2,7,12,16,30,9,3,9,32,20,30,11,7,91,9,25,34,11,66,11,28,8,21,2,6,5,22,12,18,44,179,18,38,14,20,18,7,8,23,18,36,10,3,8,11,13,12,6,13,12,62,6,27,12,333,64,40,8,5,23,11,3,12,13,18,2,39,13,17,6,7,7,5,18,21,12,3,45,9,25,7,18,45,12,28,23,8,11,20,30,24,24,7,30,11,67,17
17,19,5,19,55,8,72,16,16,6,5,116,26,18,13,13,20,7,13,3,5,11,8,5,9,4,6,6,1,12,8,7,28,13,17,10,12,5,7,13,12,9,19,7,15,9,3,29,21,18,36,25,4,7,13,12,8,4,32,35,6,26,5,3,66,8,9,60,5,10,18,13,9,23,12,12,28,3,12,4,924,18,28,20,14,336,9,29,24,4,11,5,54,13,25,0,14,3,32,17
10,10,60,117,1567,8,1049,2,22,547,86,4,18,0,17,5,8,12,14,8,5,7,5,10,36,6,23,17,28,5,39,12,6,4,6,8,12,13,49,18,31,11,20,13,14,6,10,8,8,7,21,20,17,5,3,94,14,23,17,8,2,5,15,12,24,99,11,42,17,22,9,21,10,16,130,1,4,11,20,103,6,22,9,26,13,4,12,21,24,11,7,28,11,10,58,7,11,13,12,28
22,16,0,11,24,21,7,21,18,26,7,7,8,1,1,4,39,19,10,3,3,26,29,16,62,16,311,16,18,2,8,21,32,19,10,3,186,34,15,15,22,11,5,6,5,350,20,4,14,31,10,21,30,10,6,24,30,11,62,3,1,9,17,4,11,4,55,4,14,6,4,1,7,129,6,17,8,26,13,25,50,6,3,15,25,136,11,2,4,10,7,2,13,13,5,6,12,20,15,30
12,3,5544,16,40,12,3,15,21,51,6,32,688,175,8,173,22,81,8,2,348,20,11,7,4,7,6,9,9,1,9,8,20,22,17,3,3,16,20,15,27,4,4,49,4,24,19,96,23,31,22,6,19,26,165,11,25,41,18,12,7,2,1217,49,21,21,51,4,10,4,4,7,19,7,3087,34,61,85,29,9,10,4,13,36,10,17,7,14,14,27,16,159,8,8,30,3,20,98,11,27
10,44,56,9,20,8,3,6,2,27,9,9,52,23,29,10,19,14,12,32,5,18,16,6,3,12,4,20,27,7,8,43,5,19,6,5,37,13,9,19,6,17,13,19,17,4,17,11,17,7,4,8,19,3,910,7,13,10,12,13,21,20,2,11,9,9,45,15,12,18,13,6,3,6,3,20,21,16,30,14,67,30,16,43,8,6,21,11,2,15,30,27,19,12,16,45,7,17,15,57
14,11,10,5,13,7,9,54,10,52,79,14,31,6,38,6,12,7,9,13,9,34,52,21,24,4,8,14,3,6,17,18,20,68,55,5,6,43,12,12,24,51,26,21,85,24,47,32,13,6,12,35,10,6,7,31,6,6,10,2,3,12,17,29,14,9,6,257,21,11,38,15,2,11,7,23,60,34,32,15,72,1,22,120,15,22,41,5,5,24,7,3,12,38,14,11,52,13,9,4
13,47,14,9,13,20,61,5,21,425,23,13,32,132,4,12,11,41,19,0,10,86,9,10,45,26,4,38,11,23,14,11,28,24,22,4,16,6,26,3,2,48,9,23,3,23,12,39,33,29,5,16,26,11,14,18,6,27,7,17,10,17,17,7,16,15,67,35,34,12,10,1,102,36,51,29,9,21,23,23,5,10,18,64,28,6,47,11,33,15,10,20,25,3,4,10,22,39,78,5
18,15,7,8,32,16,57,17,2,18,4,5,65,10,17,4,18,8,15,22,21,10,5,52,60,17,5,16,11,53,40,53,7,43,9,34,10,12,10,31,15,24,19,13,104,10,7,897,42,101,4,4,55,5,22,5,4,14,13,19,96,13,7,78,3,22,10,13,21,0,16,8,23,147,5,10,12,22,20,17,39,87,15,14,22,10,18,21,3,24,9,7,28,6,3,13,15,58,42,89
3,14,3,8,21,31,9,10,22,34,6,39,23,3,137,19,6,37,13,122,28,10,18,26,21,4,48,87,2,22,54,358,3,8,25,12,5,7,8,18,7,5,182,9,11,5,39,23,6,16,10,2,3,8,12,18,12,19,4,29,39,82,8,6,28,44,22,5,3,13,12,7,7,4,3,19,43,18,12,10,20,21,14,11,35,18,816,4,27,14,46,23,21,8,9,76,8,25,14,105
8,172,20,32,29,12,6,23,39,276,16,21,133,2,39,7,4,19,39,18,22,5,20,6,44,9,10,15,6,9,5,12,18,24,22,9,13,54,21,15,5,24,16,21,7,21,17,19,207,2,9,13,12,14,12,174,331,37,25,6,4,299,14,4,8,63,58,10,6,56,4,10,16,7,22,8,52,2,481,24,12,32,8,11,32,33,10,11,107,11,7,535,66,7,16,17,9,8,10,79
19,13,8,2,8,4,427,21,13,14,14,7,6,50,35,15,0,6,13,5,333,21,14,4,5,28,33,22,27,13,14,7,5,7,6,33,11,8,3,24,17,27,11,24,12,16,49,26,49,14,4,14,134,9,13,10,18,106,28,60,7,164,8,7,14,2,77,15,7,10,13,7,27,31,20,68,11,7,9,11,21,19,5,10,6,7,78,25,13,22,8,6,27,13,12,63,2,53,6,37
2,8,151,17,7,32,7,17,89,4,6,942,25,11,7,15,15,2,13,4,4,7,7,50,119,12,18,2,6,284,2,12,158,17,7,28,9,19,8,19,7,11,9,31,181,42,17,11,11,1,11,7,11,5,4,24,9,31,175,36,300,6,6,8,19,37,32,4,5,2,25,2,47,107,7,11,5,11,1,10,32,47,22,16,40,17,27,6,26,5,4,158,12,8,15,27,31,36,78,35
33,28,14,22,6,21,11,4,13,50,5,28,80,6,9,1,3,11,12,39,9,168,3,10,63,98,8,10,11,11,7,15,0,25,4,3,5,14,5,13,39,11,12,8,25,19,24,55,6,11,15,12,3,4,47,21,32,17,8,13,58,9,8,67,1,5,13,21,15,6,15,9,17,23,18,36,17,5,9,9,25,10,10,24,4,15,13,22,15,13,14,10,7,0,9,30,24,61,34,17
2,18,49,3,12,8,3,31,36,8,13,14,484,8,16,13,15,627,15,31,26,4,14,14,15,7,12,17,25,85,9,64,7,33,30,32,76,107,77,13,14,32,4,23,12,8,56,8,3,10,3,16,25,43,9,25,15,2,25,8,11,4,1,7,0,11,19,6,8,23,20,15,23,28,12,50,6,17,19,16,6,15,6,7,16,49,30,13,44,8,9,8,4,8,33,2,38,8,5,129
7,17,16,30,10,7,60,12,5,72,53,0,10,18,3,25,5,7,8,52,2,10,11,2,13,21,13,8,5,27,23,9,128,8,13,25,9,34,29,11,2,6,20,9,27,25,27,4,8,13,8,15,2,16,43,11,10,7,46,4,96,12,86,290,17,7,18,6,55,4,8,10,77,16,15,7,21,20,4,21,41,32,7,29,913,344,97,13,33,1033,23,17,61,22,7,39,106,14,8,8
16,19,18,9,28,17,12,8,68,15,72,57,9,7,8,23,78,6,3,95,3,30,4,11,15,13,14,5,26,46,10,10,16,10,7,14,43,7,13,10,5,5,26,16,13,7,19,9,14,14,13,7,8,12,45,7,3,5,5,24,8,16,3,5,20,4,5,16,9,6,22,14,20,5,6,5,23,7,30,12,93,8,38,18,9,8,39,7,2,8,4,33,6,11,18,21,42,5,14,27
16,4,81,56,16,4,28,14,13,6,5,8,23,4,10,46,25,15,4,16,24,8,17,7,45,7,8,12,5,11,15,3,15,171,4,75,27,7,26,26,33,9,5,257,3,22,5,96,6,40027,52,16,11,5,9,39,18,22,4,22,2,65,10,37,3,11,54,6,6,16,102,10,24,46,8,6,9,17,7,4,2,5,13,28,9,8,17,2,15,25,3,24,12,9,11,3,32,16,38,17
26,62,72,6,16,5,42,21,6,7,79,17,8,17,9,7,16,4,12,9,9,22,7,7,225,1,20,6,13,41,4,5,35,18,15,4,29,87,5,15,11,7,95,6,4,2,15,11,28,1,143,28,55,130,7,61,4,12,3,7,4,7,22,9,4,6,101,16,40,5,13,3,37,76,7,13,8,19,35,48,4,19,14,9,4,2,1372,16,9,3,42,53,13,44,17,6,3,14,25,6
4,8,27,12,13,2,2,41,6,14,7,74,9,9,15,7,25,6,106,15,5,33,32,16,2090,5,22,14,28,12,10,5,9,29,10,24,12,13,3,14,10,9,26,6,19,0,10,84,10,30,15,30,15,5,4,8,19,25,10,36,40,27,15,10,20,38,6,30,38,12,575,11,7,22,13,7,19,8,13,16,37,8,12,3,7,9,21,6,10,1,82,30,4,3,3,17,11,9,26,38
