1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
58599094,60791830,58435023,61485331,61393381,60908063,60577201,62173513,62224016,61299030,59281115,62355671,58054100,60593261,58873368,59275359,58233476,58557723,62024704,59250960,61705810,60926244,60605873,61819425,59160732,60560946,58793896,59409252,60679682,62320380,61616692,63679249,60786547,62041146,62075000,60423189,59329774,57143077,56118170,58104079,60639484,63452337,61735957,58464297,62436813,61158453,60518741,58121653,59921830,62525956,61341723,61499760,59832317,61992025,63475981,60295705,62072165,59263087,61167717,60271515,58817931,64081412,56849191,61793257,58931266,61619257,60570491,59676259,60733343,62094374,60003066,58710312,59131683,61081965,63516400,60867542,60741308,60675444,59817078,62324364,64362802,58525414,62224133,60930271,61870987,60642608,59390642,59155237,62506674,62035682,62925087,58553636,62375080,58200944,59384714,63304526,60437368,60204688,59443133,60650870
0,14,9,3,5,9,19,5,13,48,5,18,1,7,6,1,6,9,3,2,0,4,3,1,0,9,2,2,5,8,1,2,21,2,12,1,1,0,0,19,2,7,1,4,9,1,25,1,4,2,1,1,4,30,3,1,17,0,21,2,3,2,10,10,0,0,0,2,3,15,5,2,16,25,0,1,11,17,4,1,15,29,35,7,3,2,31,1,15,21,29,19,35,2,1,10,0,3,7,3
7,10,0,5,10,12,7,5,1,7,1,0,1,1,2,7,4,15,6,3,11,8,49,0,9,1,8,15,11,5,17,2,6,1,15,19,2,3,4,3,1,9,2,12,21,23,0,10,2,1,0,251,2,5,11,9,7,12,2,2,2,16,0,1,46,9,5,7,34,2,2,4,12,4,4,3,1,2,0,7,13,3,23,12,16,2,40,2,2,2,6,8,89,1,2,0,2,0,3,6
6,20,6,1,0,2,1,2,55,2,0,1,0,1,4,6,13,4,1,10,0,3,69,8,8,1,1,0,12,27,20,7,13,4,8,0,22,4,4,10,8,2,5,1,2,0,13,2,6,16,8,8,3,1,0,7,3,12,4,8,1,5,7,4,0,0,8,21,5,2,1,10,4,1,21,83,2,3,111,0,4,9,23,13,22,2,4,7,4,17,1,0,1,1367,1,2,2,2,10,4
5,100,0,1,0,1,5,0,7,0,15,48,0,6,1,0,1,2,10,5,5,19,11,0,2,4,7,0,11,14,6,4,21,2,1,3,0,39,2,2,3,6,5,4,2,0,4,2,7,13,5,17,2,26,3,1,9,0,16,27,3,31,25,1,14,1,0,0,1,5,57,10,117,0,1,573,0,0,2,5,1,7,3,3,6,8,4,3,3,3,7,5,11,4,11,5,2,2,3,9
7,4,43,4,1,3,7,0,13,14,9,0,4,2,5,0,1,17,8,10,8,55,2,0,6,2,0,31,1,4,2,2,27,2,33,0,2,2,3,1,6,7,1,0,3,16,6,3,2,0,0,9,2,9,1,0,1,2,0,0,0,8,6,1,1,5,636,16,1,3,1,1,4,1,15,1,4,53,4,3,9,4,2,0,1,4,37,6,9,18,0,8,1,0,2,3,13,27,5,1
14878,2,0,6,11,5,0,3,1,3,2,7,12,6,6,3,5,5,3,6,1,5,100,2,1,9,5,6,22,6,16,7,2,2,2,12,2,3,3,3,7,2,22,20,5,2,5,6,8,5,7,0,0,16,1,4,3,3,10,0,0,60,4,23,4,2,3,7,29,9,3,9,3,34,3,4,50,2,4,4,3,0,8,9,26,0,8,11,2,3,9,117,3,20,2,2,9,4,10,2
3,3,15,0,6,5,11,3,3,6,51,40,12,1,0,1,41,8,22,12,1,4,2,1,0,0,4,4,3,49,9,3,3,0,3,2,24,3,5,0,4,5,4,6,5,5,4,1,6,5,3,3,8,1,4,4,0,7,1,8,0,1,0,0,5,0,1,4,6,0,1,24,16,1,2,2,2,15,1,164,5,1,5,9,7,2,5,1,1,2,12,8,10,3,3,7,3,2,1,9
2,0,30,5,2,15,3,4,8,2,2,1,48,2,1,15,5,2,4,10,4,3,1,8,32,11,8,2,3,10,9,22,6,11,16,3,2,1,2,35,0,2,1,0,5,3,6,3,3,1,1,0,2,0,5,1,0,4,3,1,3,1,0,0,2,0,1,3,3,10,1,5,7,10,8,4,3,2,8,0,0,7,3,7,2,3,1,0,13,12,1,2,0,2,2,1,4,7,0,1
8,4,13,2,7,11,7,18,0,2,7,6,3,0,4,0,35,3,1,15,14,1,7,9,3,15,3,0,3,3,0,3,16,3,45,0,0,3,29,3,9,6,3,3,1,25,2,3,2,11,14,8,24,4,4,6,4,0,19,4,11,10,4,0,0,1,0,2,29,1,0,0,0,4,4,13,3,1,9,1,10,11,5,11,0,0,5,2,2,6,0,5,7,2,29,17,2,1,7,2
