1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,0,0,2,0,1,2,3,7,1,5,7,0,4,3,10,0,2,0,0,0,1,0,43,0,1,0,12,0,7,0,1,0,2,190,2,3,4,3,35,2,0,6,1,1,0,32,2,30,1,9,119,4,3,11,53,4,11,3,2,2,0,1,29,2,4,2,5,9,3,2,1,2,0,1,0,3,6,4,0,0,17,5,17,5,3,13,0,0,0,6,2,0,1,17,9,11,0,0,0
2,0,0,1,24,12,1,9,3,0,10,30,10,0,2,7,2,0,0,1,1,0,1,1,1,2,3,32,4,6,1,6,1,2,0,0,8,1,1,7,66,19,4,20,14,2,1,4,0,12,2,154,0,3,2,4,2,0,5,0,1,5,2,1,0,0,2,0,4,3,24,0,4,1,0,1,3,1,0,0,0,20,7,0,0,59,1,3,4,2,1,5,17,0,2,0,5,5,16,6
2,1,4,1,55,0,1,4,1,0,3,18,6,2,10,18,0,1,2,5,1,2,3,5,33,2,0,1,2,3,0,0,0,0,11,8,3,22,6,2,1,1,0,1,4,7,0,0,2,2,4,2,3,4,3,4,2,6,3,0,2,2,0,1,5,0,1,1,0,7,15,2,0,16,2,0,0,0,0,0,14,0,0,6,0,16,1,5,6,1,0,4,0,0,1,1,0,2,3,3
2,2,5,7,0,2,2,0,0,1,1,0,1,3,28,1,0,0,1,2,1,30,4,1,0,8,1,2,8,1,2,3,16,4,2,2,1,9,0,1,0,0,4,0,29,1,207,12,4,4,3,43,12,4,9,2,4,2,0,2,57,8,1,4,0,4,6,4,23,4,0,0,8,3,6,7,0,21,3,1,2,4,1,14,5,0,1,117,2,4,0,12,3,1,1,3,2,0,4,0
3,0,17,8,0,6,1,10,6,1,1,0,3,4,1,1,5,1,1,0,1,0,8,1,5,17,44,16,0,4,3,3,11,8,0,7,1,0,5,1,4,2,4,1,0,0,3,0,31,2,4,0,4,0,0,4,6,0,1,2,0,0,1,15,2,0,0,0,0,18,0,2,0,3,1,8,3,22,1,1,1,20,1,9,1,0,3,1,11,1,1,32,4,6,0,1,0,0,0,1
0,1,2,0,0,4,3,5,1,0,7,0,30,0,2,2,18,1,4,4,12,1,15,8,4,1,2,2,31,1,1,0,1,3,1,22,0,7,1,7,3,0,4,15,1,0,2,0,34,1,31,0,1,2,2,3,2,3,5,3,3,1,2,1,1,0,6,1,0,0,18,4,1,2,8,1,4,166,2,4,2,0,2,8,0,6,15,4,2,1,1,2,1,1,48,2,8,0,5,2
2,1,7,2,2,1,1,2,1,2,1,0,3,34,0,0,1,0,2,1,1,0,1,7,4,4,3,0,13,0,46,0,2,3,1,38,1,12,0,0,1,0,1,1,20,0,1,1,1,2,3,3,9,2,13,1,16,0,0,8,2,22,6,0,4,7,1,5,1,0,2,0,8,2,0,2,7,6,2,0,10,3,5,2,0,4,2,0,0,4,3,2,2,1,1,1,2,4,5,0
0,2,6,2,2,4,13,2,3,0,0,2,4,2,20,8,0,0,22,4,4,3,0,3,104,16,1,0,1,3,2,0,0,0,4,0,9,2,6,0,1,6,0,3,0,2,21,6,3,2,0,3,0,8,1,2,1,0,0,1,5,0,1,38,0,5,26,3,1,10,0,9,50,1,1,3,0,5,0,1319,0,0,1,1,0,1,6,0,28,3,2,1,2,2,4,7,1,0,5,3
0,0,1,8,0,6,2,4,0,1,0,1,4,2,26,7,8,4,4,2,10,0,3,2,7,0,4,2,4,5,3,4,3,1,0,8,4,3,0,2,0,11,8,2,2,2,0,4,1,0,1,1,2,1,0,3,4,0,2,1,0,7,2,0,5,1,0,1,0,0,0,6,2,8,1,0,8,2,5,4,0,0,6,106,13,6,0,0,55,1,0,0,0,3,3,0,1,17,0,2
1,1,16,1,0,0,0,1,3,1,3,0,2,0,5,0,5,1,0,58,0,21,2,2,0,0,4,2,1,0,0,3,2,1,48,0,39,32,0,3,2,8,0,2,7,3,0,4,5,0,0,0,0,0,5,14,19,35,6,2,31,36,0,0,2,1,4,2,5,5,2,6,0,1,3,20,1,2,0,1,3,0,2,1,2,6,2,1,0,0,16,1,1,2,23,0,0,4,0,3
0,1,8,0,1,0,0,0,3,21,193,28,0,0,3,6,32,9,5,1,0,6,0,1,25,0,1,0,6,4,48,0,40,18,0,182,0,0,2,1,3,5,0,7,8,1,1,2,2,4,4,2,1,0,17,2,2,1,1,4,1,23,16,1,1,2,1,5,2,9,0,1,1,15,0,16,2,3,0,3,0,4,1,6,3,3,3,0,4,0,0,2,1,1,0,9,51,2,2,12
2,2,7,4,1,1,4,13,0,14,0,1,0,1,2,0,2,58,1,0,4,0,1,0,1,3,3,1,5,18,8,0,0,2,1,1,0,118,4,55,1,1,4,0,2,5,3,0,3,2,0,18,3,2,7,0,1,4,1,4,36,0,23,12,7,0,0,4,4,4,0,0,3,0,1492,13,4,2415,6,4,2,4,2,93,112,1,1,0,97,0,0,16,5,0,26,9,5,1,6,1
3,3,0,13,0,0,1,4,5,0,7,1,2,0,43,4,0,2,1,4,2,6,30,12,24,0,8,5,0,2,2,1,4,4,36,5,12,0,1,1,0,0,1,1,5,2,0,1,3,13,2,0,1,2,1,0,0,0,0,0,0,1,4,2,0,1,0,0,1,6,112,0,0,1,2,4,8,4,2,6,1,1,1,0,0,1,2,1,5,83,6,2,2,0,3,1,0,4,2,1
2,6,8,0,1,7,0,1196,16,4,0,1,0,1,1,0,12,1,4,9,6,4,7,0,7,15,5,4,14,4,156,2,1210,1,4,10,1,0,3,4,3,4,1,2,0,6,2,1,2,7,3,1,0,0,7,4,8,4,0,5,1,1,2,0,2,0,12,1,7,14,7,90,0,1,16,4,2,2,31,8,4,1,57,0,0,1,3,7,5,3,4,4,2,0,19,2,5,4,4,10
1,4,3,11,105,5,9,71,1,1,0,5,14,7,3,5,20,0,4,1,6,0,10,1,0,870,0,1,1449,3,2,1,0,0,15,4,1303,2,1,1,11,6,2,2,0,3,2,0,3,2,98,0,3,1,2,0,4,3,0,0,1,0,0,2,9,17,2,7,6,7,2,0,8,1,9,30,0,1,0,0,1,8,2,7,196,0,0,4,1,1,2,0,3,0,2,740,26,0,3,9
10,4,14,3,0,4,0,2,0,1,16,6,3,0,3,8,4,4,12,2,0,6,9,19,1,0,5,0,2,11,8,1,4,1,3,0,0,0,0,4,0,2,5,0,2,26,1,1,1,413,0,0,1,3,0,2,8,2,348,2,5,1,0,0,15,0,1090,6,2,1,0,6,1,0,0,45,0,0,3,1,4,26,1,6,13,7,0,2,0,99,4,1,8,8,2,0,4,0,4,1
5,0,2,0,2,8,2,1,2,0,0,0,0,3,9,1,2,0,0,1,0,4,0,8,2,23,0,4,4,19,2,0,0,2,2,16,27,0,0,2,3,5,1,2,1097,22,3,1,3,35,4,2,1,32,0,0,3,0,5,0,9,3,0,1,1,1,3,0,4,8,12,1,5,0,0,0,0,0,0,0,2,2,0,0,5,14,1040,9,1429,1,24,1,0,0,1,8,0,0,1,6
4,1,119,0,0,2,7,2,8,0,1,1,6,0,0,17,1,2,0,3144,4,1,0,0,1,0,4,4,11,3,4,2,1,1,0,1,25,0,5,0,19,0,1,0,16,80,0,0,4,0,11,0,1,0,4,2,0,0,1,6,10,0,4,0,1,4,1,10,0,1,2,0,4,3,0,17,5,1,0,8,1,1,2,4,2,17,1,202,32,19,0,2,2,4,410,10,0,0,1,1
5,16,18,0,2,2,9,5,0,0,15,16,2,3,15,3,1,2,17,4,1,33,2,0,7,3,0,1,2,3,46,4,9,0,0,1,4,0,9,7,7,1,2,2,8,2,0,1,1,2,1,0,2,18,6,2,2,54,2,2,0,0,2,170,0,0,0,4,2,0,0,0,2,4,0,0,11,4,25,0,16,1283,1,0,5,108,21,6,1,16,2,1,2,0,0,1,4,3,4,20
2,1,0,4,0,0,6,4,4,2,0,5,26,4,2,22,6,0,1,1,4,2,31,0,8,0,0,1,11,16,2,1,0,8,5,0,0,0,4,0,2,2,18,0,0,8,106,2,30,8,1,1,3,7,6,1,1,1057,3,8,3,14,0,5,4,3,1,0,6,848,1,7,0,6,2,4,7,51,6,0,1,2,1,4,3,0,0,0,2,2,3,2,1,318,4,0,0,1,0,0
2,7,2,1,15,6,5,3,2,9,1,0,0,16,8,1,2,5,996,0,5,1,0,11,1,7,4,10,3,1,3,0,1,0,0,2,18,0,0,0,11,2,6,1,0,3,2,2,9,15,11,1,0,16,2,2,0,0,0,15,3,5,2,0,7,3,6,1,12,5,0,6,0,6,0,2,2,0,0,0,0,4,2,1,47,0,3,0,1,1,0,0,0,1,10,0,9,3,0,4
995,33,0,6,2,18,0,2,0,4,3,2,2,0,0,0,5,0,2,1,1,5,2,4,3,3,0,3,2,0,1,1,3,6,0,0,2,1,7,4,6,5,0,9,31,6,1,10,3,3,0,2,1,2,0,2,7,0,2,0,0,0,4,2,0,4,4,26,1,7,0,8,0,2,12,5,4,5,1,10,0,1,2,2,8,1402,0,1,2,3,1,0,0,1,2,8,5,1,4,0
2,2,4,4,11,2,0,2,0,2,0,4,7,22,1,0,1,0,2,9,0,0,0,0,0,175,6,2,4,9,5,3,2,1,1,0,4,2,0,0,1,5,2,3,3,4,4,105,1,0,0,1,1,8,21,4,17,1,1,0,1,3,0,0,17,4,3,2,4,1,2,5,0,0,3,0,2,0,3,14,9,9,20,1,2,0,0,0,0,2,0,1,1,12,0,13,4,8,1,1
2,21,23,2,43,1,0,2,0,2,1172,2,0,7,2,2,1,1,6,9,5,3,1,2,2,1,12,2,3,1,4,19,19,0,10,0,0,7,0,0,0,14,9,1,0,0,0,2,0,0,1,3,111,1,0,4,1,0,3,0,1,1,0,2,0,7,8,3,0,5,4,1,2,3,0,0,1,3,9,2,28,2,1,5,1,2,3,0,15,5,0,1,1,1,401,1,1,1,0,13
156,10,4,0,0,2,0,1,0,1,0,0,0,0,4,0,0,0,1,5,3,2,0,2,3,1,0,7,1,5,1,0,0,2,1,0,8,0,33,7,4,1,8,0,5,1,1,17,1,3,21,1,8,0,28,2,59,5,7,2,7,1,4,3,2,54,1,3,1,2,0,5,0,1,1040,5,3,6,7,5,1,112,0,24,2,3,1,1,0,2,9,4,1,7,2,0,0,10,1,6
0,3,0,2,1,0,0,4,0,0,2,0,2,10,3,1,1,6,2,0,8,2,5,3,1,1,0,0,1,4,3,0,0,2,76,2,3,0,1,1,4,0,2,2,1,1,1,8,2,2,0,1,0,3,1,5,0,0,1,2,3,2,7,3,0,17,0,6,7,2,12,0,4,2,0,3,7,1,0,6,6,2,56,9,30,3,0,3,1,11,0,10,1,2,3,3,10,0,0,0
0,0,7,0,0,5,6,3,0,1,5,5,1,5,3,1,2,2,0,0,1,176,2,0,0,8,1,39,6,5,2,1273,2,10,0,6,7,3,2,5,2,0,5,8,8,0,0,45,2,0,11,3,13,7,29,2,1,3,6,0,4,0,7,4,3,0,2,0,2,2,2,3,1,1,1,3,0,0,18,0,0,2,2,0,0,3,7,2,7,13,50,5,0,26,0,0,4,3,51,0
1,0,7,17,2,1,4,5,6,0,0,0,3,2,7,0,1,7,2,30,1,0,0,0,1,1,1,0,27,4,3,8,0,4,20,1,0,5,0,0,8,2,2,5,8,3,14,0,3,2,2,0,6,2,5,0,2,0,8,2,1,5,0,0,15,0,2,3,3,0,2,4,0,2,2,5,0,13,4,0,2,0,0,0,0,26,1,6,0,8,68,3,0,0,0,6,0,0,0,0
0,1,0,32,1,163,1,6,3,0,2,0,11,8,5,4,0,0,2,1,1,1,1,2,19,4,1,1,0,3,14,14,0,16,3,2,0,4,1,7,4,1,0,3,0,1,3,1,7,8,1,0,1,1,1,2,5,15,59,1529,0,4,0,2,2,13,3,1,5,14,0,32,3,1,2,6,2,3,23,0,2,13,0,0,104,2,62,4,13,1,2,2,1,3,1,9,28,8,12,0
3,2,0,0,8,20,3,15,1,16,0,0,4,30,3,4,1,0,2,2,0,14,1287,1,1,1,14,1,0,2,1,0,3,33,1,1,1,0,4,2,0,4,11,4,1,0,3,2,3,0,8,17,2,14,0,0,33,1,12,0,7,1,2,0,0,1,1,9,4,1,18,16,28,5,1,2,4,4,4,0,0,4,0,0,0,2,3,0,0,0,0,6,1,14,2,10,8,0,5,8
12,1,1,2,1,15,7,2,0,0,6,115,1,5,4,0,6,1,2,20,4,5,0,0,0,3,0,9,2,2,10,0,2,6,1,199,0,2,2,3,0,10,1,4,0,8,0,2,0,1,1,0,3,5,2,7,1,0,3,4,12,0,0,1,1,0,0,4,2,32,0,7,17,3,1,2,1,12,0,1,3,425,4,1,2,0,3,1,0,3,17,0,1,7,3,0,15,0,0,0
2,1,7,4,0,12,4,4,0,0,8,0,0,4,2,2,4,0,0,0,1,0,0,0,1,1,1,8,1,0,5,1,0,2,1,7,0,1,0,1,0,4,1,2,17,4,1,1,10,11,1,5,2,0,5,2,1,2,1,17,6,1,0,2,2,3,5,3,5,5,2,1,1,1,10,3,0,0,33,17,0,3,2,0,6,1,4,16,2,1,32,0,4,5,4,10,5,2,3,7
0,0,4,6,2,8,6,2,0,0,8,2,164,2,2,1,16,8,0,2,15,3,4,0,1,1,2,12,0,0,26,1,4,1,0,1,4,33,2,2,0,10,0,2,5,2,2,30,0,0,0,7,0,8,5,1,2,4,14,21,131,9,1,1,2,1,2,1,5,0,6,0,0,0,5,8,4,12,0,2,3,83,2,4,1,3,5,2,1,4,0,29,59,0,2,4,1,7,6,2
6,5,2,0,0,1,4,5,12,0,1,10,1,3,6,0,1,0,2,0,2,8,2,378,2,1,0,0,0,0,1,5,1,0,4,4,4,9,1,13,2,0,2,0,12,4,14,1,1,8,1,23,2,1,2,0,16,9,0,2,6,0,2,2,4,14,0,1,0,6,19,4,3,6,1,4,0,0,2,3,1,1,0,2,1,0,6,0,6,2,0,0,6,5,6,3,0,33,1,1
0,3,3,0,3,30,1,0,5,1,0,2,2,1,6,0,3,2,5,0,1,0,16,2,5,14,1,0,0,1,0,0,4,4,22,3,2,0,16,0,0,2,13,3,1,2,2,2,2,4,0,6,2,0,1,1,13,0,0,9,0,3,8,1,1,7,0,0,27,1,7,4,0,1,0,1,1,10,0,0,6,26,10,3,2,3,8,0,0,9,1,669,31,0,0,11,8,1,4,1
1,0,2,1,2,5,2,2,0,18,0,2,0,6,2,3,84,0,0,4,0,0,0,6,0,3,0,16,37,0,0,7,0,0,1,2,2,0,58,10,4,15,5,5,0,1,1,5,2,0,0,0,4,2,0,0,5,4,2,1,16,6,2,3,21,3,4,10,0,0,0,0,3,15,5,5,6,2,2,0,11,6,2,4,4,1,0,2,2,16,1,0,4,6,2,0,1,0,12,39
16,0,10,0,1,15,0,0,2,0,0,1,13,103,0,1,0,3,1132,0,4,0,0,6,19,3,1,0,1,0,0,8,9,0,0,3,1,52,1,4,0,2,0,2,5,3,7,1,0,3,1,10,1,620,6,0,4,3,4,1,5,1,8,0,0,12,1,0,3,0,4,10,3,98,0,1,3,0,53,0,1,0,5,1,5,3,10,4,2,4,8,2,20,0,7,10,1,150,1,2
11,37,5,2,0,1,0,0,0,0,31,0,5,5,1,3,0,6,2,4,0,3,12,2,1,3,4,95,0,0,1,13,57,5,1,2,0,2,5,2,6,2,1,1,5,4,6,2,5,2,2,6,0,0,2,1,9,4,4,0,6,0,1,1,2,212,3,0,32,3,20,0,1,0,2,19,1,14,2,2,188,39,1,0,2,1,3,3,1412,32,2,1,6,0,3,0,4,8,1,0
1,7,0,2,6,4,0,1,5,0,6,3,0,3,4,0,0,0,0,5,2,0,4,1,2,0,0,4,1,2,1,31,4,1,0,29,1,4,2,3,2,2,3,22,1,1,0,3,1,1,5,3,0,6,13,3,0,4,4,4,1,2,0,6,2,0,0,2,1,1,8,9,3,0,8,4,0,4,2,9,4,3,0,1,6,9,33,7,4,0,0,8,2,4,0,28,1,0,0,1
0,1,8,0,39,2,2,1,8,1,0,1,0,0,0,2,2,1,4,4,1,3,1,0,0,4,1,2,3,6,0,3,5,1,1,0,1,1,4,0,1,14,7,1,5,2,4,0,3,0,2,0,7,0,9,8,3,4,1,1418,8,1,59,0,0,2,0,2,0,3,11,7,2,1419,2,1,2,3,4,1,22,2,11,0,5,16,0,0,2,2,1,3,4,14,1,0,5,1,2,178
5,8,1,9,2,25,0,4,2,0,3,6,3,2,9,2,0,1,0,0,7,3,0,0,6,1,2,3,5,5,1,3,8,8,4,0,1,6,4,1,7,2,1,241,4,0,3,18,4,0,4,1,74,4,33,215,0,3,74,2,1,0,0,10,0,0,4,1,17,2,0,1147,0,0,0,2,1,4,0,1,14,5,1,2,4,0,0,10,0,2,15,7,0,11,1,29,1,7,16,0
8,0,3,10,0,5,0,1,17,1,4,0,1,0,10,1,0,21,1,0,0,3,3,1,1,1,17,9,0,5,0,23,4,501,1,4,0,5,2,0,8,5,3,0,12,0,2,9,21,1,2,6,1,3,4,16,0,2,2,1,0,2,2,1,6,3,0,4,4,1,2,5,1,8,217,1,1,0,5,4,1015,0,2,2,2,18,3,2,4,16,0,5,3,2,2,8,6,8,0,0
8,23,3,22,0,0,0,8,4,1,2,0,0,4,0,4,0,6,12,0,0,6,0,1,2,2,0,0,0,1,1,2,0,1,20,0,4,0,30,0,0,2,3,2,0,0,50,0,3,25,134,1,8,0,1,2,4,1,0,0,1,27,2,2,31,1,5,8,9,2,49,2,9,2,2,1,0,2,9,4,16,19,0,1,2,0,1,2,1,0,1,29,19,1,0,2,3,0,5,8
15,3,2,0,1,1,2,4,3,2,28,4,17,16,1,8,4,0,1,2,0,9,2,1,0,1,4,4,2,4,1,3,0,1,1,0,1,112,1,0,1,0,0,4,0,2,1,2,3,2,4,1,15,2,2,24,2,34,0,1,2,0,0,4,2,0,4,1,2,5,0,2,19,0,2,6,1,3,0,19,10,0,5,3,3,0,1,1,2,2,13,5,9,3,0,1,0,0,0,8
0,2,0,3,32,6,0,1,2,3,3,81,15,17,0,5,4,4,0,1,13,196,7,4,1,3,1,2,0,11,0,0,1,2,0,2,10,0,2,2,8,4,3,4,0,4,2,1,134,0,0,2,2,7,2,3,0,1,0,0,58,0,0,0,81,19,4,6,3,37,1,1,10,6,1,0,3,1,2,0,35,3,27,2,9,3,3,3,9,5,0,4,2,0,1,3,7,4,3,4
2,2,1,0,0,0,1,6,1,0,7,0,2,1,0,4,3,4,2,0,0,1,2,0,6,31,0,3,0,0,1,4,15,1,0,0,1,4,5,16,10,0,0,1,0,93,8,20,4,4,0,0,4,15,7,2,8,0,4,1,2,0,2,4,52,1,1,5,2,0,3,2,1,1,0,11,0,4,2,30,0,1,0,48,1,1,0,4,4,0,0,13,1,4,1,2,1,1,3,0
4,15,3,6,9,0,2,2,0,4,4,4,8,13,0,0,2,7,3,0,2,0,0,6,105,4,5,13,1,0,0,4,29,12,6,4,6,1,0,14,1,1,3,0,2,1,11,0,6,0,2,0,0,1,1,1,11,0,3,4,5,12,0,360,113,71,1,3,7,2,1,4,6,0,1,14,35,14,9,2,4,1,3,1,1,8,1,0,4,16,119,1,29,4,5,10,582,1,0,0
28,3,1,0,1,4,28,0,0,1,1,1,2,0,65,3,5,13,3,0,2,5,10,2,13,16,0,1,1,4,6,2,4,4,0,0,4,1,4,2,0,0,5,4,2,2,2,2,3,0,12,8,5,0,9,0,107,0,56,0,0,30,9,1,3,51,4,2,1,0,4,24,2,35,0,32,7,5,2,2,1,1,3,4,16,0,0,1,0,0,0,9,1439,3,1,3,33,3,3,9
15,4,5,1,0,2,0,2,0,0,2,14,2,1,5,3,8,4,8,1,0,0,5,4,1,5,0,1,0,29,6,1,4,1,4,1,0,6,1,5,2,5,2,0,9,0,59,0,1,0,1422,4,0,0,2,2,0,2,0,12,8,8,1,3,0,9,0,1,0,7,0,2,4,0,5,0,0,3,741,1,1,2,3,1,2,2,0,0,0,30,10,1,3,0,0,0,103,1,0,9
1,4,0,0,2,1,9,1,0,2,1,0,0,4,3,8,2,0,4,1,0,13,1,0,2,3,6,2,21,2,0,4,7,3,1,2,12,4,0,1,0,9,16,2,5,1,0,18,32,6,1,0,0,10,0,3,30,8,4,0,0,1830,1,1,3,8,2,2,1,5,2,2,1,1,1,57,0,0,13,2,0,1,0,1,1,7,3,4,3,10,4,0,9,0,0,0,0,3,1,7
7,1,0,0,0,7,7,3,1,2,0,1,1,3,3,0,0,4,17,1,0,1,12,4,17,1,1,1,0,0,0,8,15,3,1,2,0,2,2,9,0,0,4,1,1,0,0,5,9,1,27,3,7,3,7,1,2,2,2,1,3,24,0,23,4,2,14,0,8,15,1,0,2,3,3,12,3,1,4,3,1,0,0,3,2,17,0,1,0,0,0,3,2,0,2,2,0,18,0,15
6,1,0,5,0,0,4,1,8,0,3,3,7,0,12,5,0,4,3,7,1,0,7,1,4,4,2,3,3,0,1,0,0,13,1,1,5,0,1,1,5,0,17,0,112,2,0,0,1,12,5,1,4,4,2,0,8,1,6,0,1163,2,0,0,2,2,13,18,31,1,0,2,2,0,6,1,3,0,3,96,3,7,3,2,1,91,2,2,1,8,0,3,2,5,2,0,1,3,1,0
0,7,0,3,0,1,1,3,23,2,1,3,7,0,9,0,1,3,4,6,32,0,16,19,4,6,0,0,4,4,1,1,4,1,1,3,1,3,0,0,0,15,0,2,0,10,10,45,3,1,2,0,1,2,0,16,0,6,6,54,47,0,1,1,4,97,0,6,0,59,1,1,4,1,0,2,0,6,6,10,2,5,4,9,7,80,7,2,3,4,4,2,1,0,6,8,2,2,12,1
