1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1152010,1146611,1148743,1120925,1089964,1129062,1157538,1121442,1126619,1131600,1095043,1158186,1170398,1149298,1096896,1124497,1152620,1120944,1117645,1132292,1130848,1153996,1106851,1126881,1103669,1113699,1143366,1134244,1148429,1113619,1124621,1179699,1132641,1105485,1159957,1160747,1141063,1131044,1120465,1150008,1160475,1128346,1127710,1127505,1113662,1163273,1137615,1120821,1130097,1140509,1103375,1139437,1120041,1133207,1128896,1149854,1146798,1146926,1120365,1138813,1134612,1152170,1165073,1163347,1147264,1134245,1109703,1148455,1150269,1137432,1138940,1085652,1106928,1147970,1150235,1099989,1105850,1161273,1108953,1129820,1121904,1119477,1118065,1132877,1109035,1125232,1172010,1162099,1134366,1103454,1146047,1121048,1140249,1123790,1167766,1117969,1155542,1116076,1151822,1137288
0,4,0,0,0,0,1,1,0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,2,0,9,2,0,0,1,1,2,0,2,0,0,0,0,0,0,8,0,0,8,0,0,0,0,2,0,0,0,0,0,1,15,0,0,1,0,0,0,0,0,2,288,0,0,54,0,23,16,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,2,0,0,0,0,0,0,3
0,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,1,3,2,2,0,16,0,0,0,0,0,1,0,1,0,1,2,1,0,0,2,0,0,0,1,3,0,8,0,2,0,0,4,0,0,4,0,4,0,0,1,0,0,0,1,1,0,0,0,0,1,8,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,5,2,0,0,0
0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,0,0,0,1,4,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,146,0,0,0,1,0,1,0,0,0,2,0,0,0,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,6,0,0,0
1,0,0,1,0,4,0,2,27,2,0,0,0,0,0,2,0,0,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,1,0,2,1,0,2,0,0,0,2,1,0,0,0,4,0,2,0,1,3,0,3,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,1,9,0,0,0,0,43,0,0,0,0
0,0,1,0,0,1,0,0,0,2,0,0,1,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,2,0,1,0,2,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,32,5,0,1,0,2,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,2,0,0,0,0,1,4,0,30,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,384,0,273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,3,2,0,0,0,0,3,0,1,2,1,0,1,0,0,0,369,0,0,0,0,0,0,2,0,17,0,0,0,0
4,0,0,1,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,1,0,0,2,1,0,0,0,61,1,0,0,0,1,0,17,32,0,0,4,2,0,0,0,1,0,0,0,0,0,1,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,158,1,0,0,1,0,0,2,5,0,0,13,0,0,1,2,1,4,7,0,0,0
1,0,33,1,2,1,1,3,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,2,0,2,3,0,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,2,0,0,2,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0
0,12,1,0,28,0,2,0,0,0,1,0,0,0,115,0,0,0,1,0,0,1,27,0,1,0,0,0,0,0,0,4,0,2,1,0,1,1,1,0,0,1,0,0,0,48,0,0,2,0,30,0,0,0,2,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,0,0,14,0,0,0,1,0,2,0,2,0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0
